ID CONTRATO|RUC CONTRATISTA|TIPO PENALIDAD|OBJETO CONTRATO|ENTIDAD CONTRATANTE|FECHA PENALIDAD|DESCRIPCION/MOTIVO|MONTO
1074841|20528068791|OTRA PENALIDAD|SERVICIOS|DEFENSORIA DEL PUEBLO|04/12/17|Por no cumplir con presentar el informe mensual sobre el estado de vigilancia y seguridad|200
1074841|20528068791|OTRA PENALIDAD|SERVICIOS|DEFENSORIA DEL PUEBLO|26/01/18|Por no presentar los documentos necesarios para el pago|820
1110313|20455067465|OTRA PENALIDAD|SERVICIOS|CENTRO DE FORMACION EN TURISMO|15/06/18|POR ABANDONO Y CAMBIO DEL PERSONAL DE LIMPIEZA|4980
975877|20100162076|OTRA PENALIDAD|SERVICIOS|CONTRALORIA GENERAL DE LA REPUBLICA|20/10/17|Ítem 02 de la Cláusula Décimo Cuarta|202,5
811247|20100017491|OTRA PENALIDAD|BIENES|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|15/08/17|OTRAS PENALIDADES|396,75
1034352|20347375412|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|21/02/18|OTRAS PENALIDADES|3034,99
1124985|20493036611|OTRA PENALIDAD|OBRAS|PROGRAMA AGUA SEGURA PARA LIMA Y CALLAO|23/03/18|Valorizacion de Obra N° 3 Febrero 2018|147186,07
1144679|20515527681|POR MORA|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|26/02/18|POR MORA|3304
1021306|20535029548|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° XI SEDE ICA|15/12/16|INCUMPLIMIENTO DEL PLAZO DE ENTREGA|3
1127306|20490234137|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° X SEDE CUSCO|30/01/18|otras penalidades mes noviembre 2017|7978,5
1127306|20490234137|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° X SEDE CUSCO|12/02/18|otras penalidades Diciembre 2017|17658,5
1105783|20601122198|POR MORA|CONSULTORIAS OBRAS|MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO|21/06/18|APLICACION MAXIMA DE PENALIDAD POR INCUMPLIMIENTO|39819,87
1164816|20601105072|POR MORA|BIENES|PETROLEOS DEL PERU S.A.|21/05/18|por demora en la entrega del material|3860,96
1087460|20100717124|OTRA PENALIDAD|SERVICIOS|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|19/04/18|POR INCUMPLIMIENTO DE SUS OBLIGACIONES CONTRACTUALES|1245
1034352|20347375412|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|07/02/18|OTRAS PENALIDADES|2029,41
1115933|20440180044|POR MORA|BIENES|HOSPITAL DE VITARTE|30/01/18|PENALIDAD POR MORA|26,25
1112206|20111611891|POR MORA|BIENES|HOSPITAL DE VITARTE|25/05/18|PENALIDAD POR MORA|213,33
1112250|20370715107|POR MORA|BIENES|HOSPITAL DE VITARTE|25/05/18|PENALIDAD POR MORA|75
1112076|20370715107|POR MORA|BIENES|HOSPITAL DE VITARTE|02/08/18|PENALIDAD POR MORA|127,5
1144175|20447678722|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE TRANSPORTES Y COMUNICACIONES|13/08/18|Penalidad Otras Nº 036-2018|830
1112064|20440180044|POR MORA|BIENES|HOSPITAL DE VITARTE|30/01/18|PENALIDAD POR MORA|365,98
1151899|C0003006515|OTRA PENALIDAD|SERVICIOS|INSTITUTO VIAL PROVINCIAL MUNICIPAL DE JUNIN|14/05/18|USO DE MATERIALES SIN ENSAYO, OBSERVACIONES DEL INSPECTOR Y CAMBIOS DE PERSONAL|6700,52
919080|20382780532|OTRA PENALIDAD|BIENES|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|19/04/18|PENALIDAD POR UPTIME|133,2
919080|20382780532|OTRA PENALIDAD|BIENES|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|04/05/18|PENALIDAD POR UPTIME|88,8
1115142|20558070278|OTRA PENALIDAD|SERVICIOS|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL)|10/05/18|Por desatencion de niveles de servicio|120
1120149|20447937841|POR MORA|BIENES|UNIVERSIDAD NACIONAL DEL ALTIPLANO|01/12/17|PENALIDAD POR MORA|8180
1115853|20494464544|OTRA PENALIDAD|SERVICIOS|ORGANISMO SUPERVISOR DE LAS CONTRATACIONES DEL ESTADO|27/12/17|Incumplimiento en no brindar descanso al personal|200
1125510|20100148162|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° V SEDE TRUJILLO|23/07/18|PENALIDAD POR RETRASO EN  RECOJO DE VALORES|249
1140567|20100329205|POR MORA|BIENES|UNIVERSIDAD NACIONAL DEL ALTIPLANO|06/04/18|PENALIDA MAXIMA|5780
1157090|20521204380|POR MORA|BIENES|ESCUELA NACIONAL DE MARINA MERCANTE|15/08/18|PENALIDAD APLICADA POR UN DÍA DE ATRASO EN LA ENTREGA DE MEDICAMENTOS|2359,38
1034352|20347375412|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|03/07/18|OTRAS PENALIDADES|463,23
1063863|20100717124|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|07/09/18|OTRAS PENALIDADES|50
1034352|20347375412|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|03/09/18|OTRAS PENALIDADES|345,08
1119446|20547325118|OTRA PENALIDAD|BIENES|MINISTERIO DE ECONOMIA Y FINANZAS|14/09/18|OTRAS PENALIDADES|30,89
1015825|20100686814|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|26/07/18|OTRAS PENALIDADES|380,25
1161439|20128232584|POR MORA|BIENES|COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA|10/10/18|POR MORA|553,38
1172320|20601399602|OTRA PENALIDAD|SERVICIOS|GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES|19/09/18|POR CADA DIA DE INASISTENCIA COMPROBADA DEL JEFE DE MANTENIMIENTO AL LUGAR DE EJECUCIÓN |124,5
1168765|20529380586|OTRA PENALIDAD|SERVICIOS|GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES|12/09/18|POR CADA DÍA DE INASISTENCIA COMPROBADA DE CADA OBRERO EN EL LUGAR DE LA EJECUCIÓN DEL SER|166
1168780|20529380586|OTRA PENALIDAD|SERVICIOS|GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES|19/09/18|POR EL INCUMPLIMIENTO EN LA EJECUCIÓN DE LAS ACTIVIDADES PROGRAMADAS|1828,92
1100829|20458681415|OTRA PENALIDAD|SERVICIOS|INSTITUTO NACIONAL MATERNO PERINATAL|25/07/17|DE ACUERDO A PENALIDAD ESTABLECIDA EN EL CONTRATO|100
951847|20136828445|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|13/03/18|PENALIDAD NO. SJM180004 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|41,5
951847|20136828445|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|10/09/18|PENALIDAD NO. SJM180078 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|41,5
1143958|20514038601|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|23/05/18|PENALIDAD NO. SJM180044 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|8300
1019993|20101354602|POR MORA|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|15/02/18|PENALIDAD NO. SJM180007 - POR INCUMPLIMIENTO DE PLAZO DEL SERVICIO|139,62
1094102|20319127845|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|08/03/18|PENALIDAD NO. SJM180016 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|51026,16
1132918|20494375525|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|21/02/18|PENALIDAD NO. SJM180010 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|622,5
966540|20125862561|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|16/03/18|PENALIDAD NO. SJM180021 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|200
935436|20444985969|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|23/08/18|PENALIDAD NO. SJM180073 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|830
1026590|20401882741|OTRA PENALIDAD|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|26/07/18|PENALIDAD NO. SJM180060 - POR INCUMPLIMIENTO DE CONDICIONES DEL SERVICIO|2075
1039947|C0002912618|POR MORA|SERVICIOS|EMPRESA REGIONAL DE SERVICIOS PUBLICOS DE ELECTRICIDAD DEL SUR ESTE S.A.|01/09/17|Otras penalidades|2025
1100857|20601840678|POR MORA|OBRAS|UNIVERSIDAD NACIONAL DE UCAYALI|02/08/18|INCUMPLIMIENTO DEL CONTRATO|289219,2
1045164|20504979092|POR MORA|SERVICIOS|EMPRESA DE ELECTRICIDAD DEL PERÚ S.A. - ELECTROPERU|27/04/18|PENALIDAD NO. SJM180034 - POR INCUMPLIMIENTO DE PLAZO DEL SERVICIO|487,62
1121477|20529688017|POR MORA|SERVICIOS|MUNICIPALIDAD PROVINCIAL DE CAJAMARCA|30/10/18|POR MORA EN LA EJECUCIÓN DE LA PRESTACIÓN|86987,21
1145072|20100017491|OTRA PENALIDAD|SERVICIOS|SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS|14/11/18|Indisponibilidad del servicio|4027,5
1170919|20601012643|POR MORA|BIENES|PETROLEOS DEL PERU S.A.|24/10/18|POR RETRASI EN ENTREGA DE MATERIAL|567,98
1170185|10425041083|OTRA PENALIDAD|CONSULTORIAS OBRAS|MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO|14/11/18|POR NO ESTAR EN OBRA - NO COMUNICAR LA FALTA DE INDUMENTARIA E IMPLEMENTOS DE PROTECCION|1500
1112792|20100717124|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE TRANSPORTES Y COMUNICACIONES|27/11/17|Penalidad Otras Nº 056-2017|162
1168390|10106279034|POR MORA|BIENES|COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA|26/11/18|POR MORA EN EL PLAZO DE ENTREGA|7711,8
1159404|20510643641|POR MORA|BIENES|MARINA DE GUERRA DEL PERU|06/11/18|Por retrazo en la entrega del bien|4854,9
1194693|20600012143|POR MORA|SERVICIOS|SEGURO SOCIAL DE SALUD|15/10/18|INCUMPLIMIENTO EN LAS FECHAS DE RECOJO SEGUN CRONOGRAMA|2182,29
1175552|20553892253|POR MORA|SERVICIOS|SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS|18/12/18|Demora en la entrega de documentos y devolucion de cargos|78,73
1168617|L0000005122|POR MORA|BIENES|EJERCITO PERUANO|19/11/18|INCUMPLIMIENTO CLAUSULA DECIMO SEGUND: PENALIDADES Y CALCULOS MORATORIOS (RETRAZO 10 DIAS)|3013,14
1200767|20564018903|OTRA PENALIDAD|BIENES|MUNICIPALIDAD PROVINCIAL DE CALCA|17/12/18|por retrazo injustificado n el plazo de entrega|3839,42
1199693|20278872018|POR MORA|OBRAS|MUNICIPALIDAD PROVINCIAL DE GRAU - CHUQUIBAMBILLA|29/02/16|PENALIDAD POR RETRASO INJUSTIFICADO EN LA EJECUCIÓN DE LA OBRA|691417,08
1185913|20503953839|POR MORA|BIENES|MUNICIPALIDAD DISTRITAL DE MARANGANI|24/12/18|SEGUN INFORME LEGAL N° 066-2018-LPC-ALI-MDM, LA PENALIDAD SE APLICA POR MORA |5056,64
1188805|20600251946|OTRA PENALIDAD|SERVICIOS|GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES|26/12/18|RDS N° 467-2018-GR-CAJ/DRTC, POR INASISTENCIA COMPROBADA DEL PERSONAL CLAVE|4150
1170008|20603455534|OTRA PENALIDAD|CONSULTORIAS OBRAS|DIRECCION DE ECONOMIA Y FINANZAS DE LA POLICIA NACIONAL DEL PERU - PNP|28/11/18|3RA VAL|1552,73
1141469|20523209095|POR MORA|SERVICIOS|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|11/10/18|PENALIDAD POR RETRASO INJUSTIFICADO EN LAS PRESTACIONES|92,25
1141469|20523209095|POR MORA|SERVICIOS|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|22/10/18|PENALIDAD POR RETRASO INJUSTIFICADO EN LAS PRESTACIONES|783,63
1170668|20160267861|OTRA PENALIDAD|SERVICIOS|CENTRO DE FORMACION EN TURISMO|27/11/18|POR CAMBIOS DE OPERARIOS SIN COMUNUCACION, ABANDONO, INGRESO FUERA DE HORA DE TOLERANCIA|1660
1192716|20529465140|OTRA PENALIDAD|SERVICIOS|GOBIERNO REGIONAL DE CAJAMARCA-TRANSPORTES|26/12/18|RDS N° 468-2018-GR-CAJ/DRTC, POR INASISTENCIA COMPROBADA DEL PERSONAL CLAVE|2075
1106104|20551301673|POR MORA|BIENES|MUNICIPALIDAD DISTRITAL DE SAN BORJA|13/09/17|PENALIDAD POR MORA|37680
1054694|20542278502|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|06/12/18|OTRAS PENALIDADES|900
1162927|20256136865|POR MORA|SERVICIOS|PODER JUDICIAL|12/10/18|MORA |1533,64
1185373|20547004745|POR MORA|BIENES|CORTE SUPERIOR DE JUSTICIA DE AREQUIPA|28/12/18|PENALIDAD  POR  DEMORA EN LA ENTREGA DE LOS BIENES|4657,5
1056705|20116448051|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|02/10/18|OTRAS PENALIDADES|9900
1059840|20317998563|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|03/10/18|OTRAS PENALIDADES|200
1098530|20553892253|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|05/10/18|OTRAS PENALIDADES|2,95
1098530|20553892253|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|19/12/18|OTRAS PENALIDADES|13,32
1156993|C0003034014|OTRA PENALIDAD|SERVICIOS|MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN|06/11/18|INCUMPLIMIENTO HORARIO DE TRABAJO|8000
1079696|10200563200|OTRA PENALIDAD|SERVICIOS|CORTE SUPERIOR DE JUSTICIA DE HUANUCO|30/10/18|OTRA PENALIDAD|2490
1148889|20100017491|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° V SEDE TRUJILLO|06/02/19|penalidad averias mes del 24-11-18 al 23-12-2018|721,87
1148889|20100017491|OTRA PENALIDAD|SERVICIOS|ZONA REGISTRAL N° V SEDE TRUJILLO|06/02/19|otra penalidad averias del 24-12-18 al 23-01-19|1862,64
1197318|20471742792|POR MORA|SERVICIOS|PETROLEOS DEL PERU S.A.|15/02/19|Penalidad por concepto de mora correspondiente a los días de atraso en la presentación del|5245,7
1159733|20100686814|POR MORA|SERVICIOS|FONDO MIVIVIENDA S.A.|09/11/18|PENALIDAD DE ENTREGA DE DOCUMENTOS|194,35
1170929|20521043271|POR MORA|BIENES|PETROLEOS DEL PERU S.A.|08/03/18|RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 06 DÍAS|327,9
1153289|C0003031907|POR MORA|SERVICIOS|PETROLEOS DEL PERU S.A.|08/06/18|RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 04 DÍAS|3299,32
1171079|20269085828|POR MORA|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|09/11/18|POR MORA|14840
1106900|20534394463|OTRA PENALIDAD|SERVICIOS|MINISTERIO DE ECONOMIA Y FINANZAS|05/10/18|OTRAS PENALIDADES|100
1176615|20282818036|OTRA PENALIDAD|SERVICIOS|EMPRESA DE GENERACION ELECTRICA SAN GABAN S.A.|21/11/18|PENALIDAD EN APLICACIÓN DE CLAUSULA DECIMO PRIMERA CONTRATO EGESG N° 025-2018 INFRACCIÓN 4|2075
1155306|20553156808|POR MORA|BIENES|PETROLEOS DEL PERU S.A.|25/06/18|PENALIDAD POR MORA |1777,86
1188149|20349784841|POR MORA|BIENES|PETROLEOS DEL PERU S.A.|10/08/18|RETRASO INJUSTIFICADO EN LA ENTREGA DE MATERIAL POR 2 DÍAS|532,94
1149688|20393719444|POR MORA|SERVICIOS|CORTE SUPERIOR DE JUSTICIA DE UCAYALI|03/09/18|Penalidad por demora en la entrega durante el mes de septiembre 2018|5142,86
1041394|20345367757|OTRA PENALIDAD|BIENES|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|03/01/19|PENALIDAD POR UPTIME|3010,33
1189098|10436875016|POR MORA|BIENES|UNIVERSIDAD NACIONAL DEL ALTIPLANO|28/12/18|PENALIDAD POR MORA|2785,71
1179467|C0003130683|OTRA PENALIDAD|SERVICIOS|JEFATURA DE LA VIII RPNP-HUANCAYO|12/12/18|OTRAS PENALIDADES  ART 134 DEL RLC CONTRATISTA ULIZO MATERIALES O INSUMO DIFERENTE 50%UIT|2075
1159963|20109464849|OTRA PENALIDAD|BIENES|PETROLEOS DEL PERU S.A.|11/12/18|NO CUMPLIO CON ENETREGA DE BIENES EN FECHA CONTRACTUAL|3093
672946|20100153751|OTRA PENALIDAD|BIENES|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|30/04/15|OTRA PENALIDAD|240,81
1156993|C0003034014|OTRA PENALIDAD|SERVICIOS|MINISTERIO PUBLICO-GERENCIA ADMINISTRATIVA DE SAN MARTIN|26/12/18|INCUMPLIMIENTO HORARIO DE TRABAJO|1900
