ID CONTRATO|RUC CONTRATISTA|TIPO PENALIDAD|OBJETO CONTRATO|ENTIDAD CONTRATANTE|FECHA PENALIDAD|DESCRIPCION/MOTIVO|MONTO
2006596|20602158056|Otra Penalidad|Servicio|HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR|29/01/21|OCURRRENCIA APLICADO EN EL PERIODO DE DICIEMBRE 2020|1290
2011157|20602379842|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|10/02/21|OTRAS PENALIDADES APLICADAS|106425
2011272|20602379842|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|04/03/21|PENALIDAD POR MORA|68800
2011289|20602379842|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE SANTA - CHIMBOTE|28/01/21|OTRAS PENALIDADES|101050
2007149|10297316121|Por Mora|Bien|GOBIERNO REGIONAL DE CUSCO-AGRICULTURA|09/11/20|PENALIDAD APLICADA POR RETRASO INJUSTIFICADO DEL 10%|9980
2040068|20502926731|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|29/04/21|OTRAS PENALIDADES|924
2046111|20422293699|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|19/04/21|OTRAS PENALIDADES|2750
2023121|20492677206|Por Mora|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|22/12/20|RETRASO INJUSTIFICADO EN LA ENTREGA A ALMACEN.|8628,75
2004065|20601922640|Por Mora|Servicio|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|25/01/21|RETRASO INJUSTIFICADO EN LA PRESENTACION DEL SEGUNDO ENTREGABLE|12375
2014907|20603145870|Por Mora|Bien|INSTITUTO GEOFISICO DEL PERU|27/01/21|HOJA DE LIQUIDACIÓN-ENTRGA 2|591,67
2024454|20461080945|Por Mora|Bien|INSTITUTO GEOFISICO DEL PERU|08/02/21|DATA SWITCH AUTOMATICO DE 5 PUERTOS - BRAINBOXES|4704
2020689|20461080945|Por Mora|Bien|INSTITUTO GEOFISICO DEL PERU|08/02/21|Hoja de Liquidación|2857,14
2039955|20100488427|Por Mora|Bien|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|18/05/21|ANEXO 1 CUADRO DE PENALIDAD|15009,6
2055118|20605036458|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|19/05/21|EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES.|25555,56
2036087|20552243316|Por Mora|Servicio|MUNICIPALIDAD METROPOLITANA DE LIMA|02/03/21|PENALIDAD POR MORA EN SEGUNDO ENTREGABLE|157,14
2016392|10283003111|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE TALAVERA|30/03/21|Aplicación de otras penalidades al Consorcio Virgen de Asunción (representante común el Ing. Juan Gerardo Quispe Galindo, identificado con DNI. Nº 28300311), empresa ejecutora de la obra ¿Mejoramiento y Ampliación del Servicio de Transitabilidad Vehicular y Peatonal en el Cercado del Distrito de Talavera ¿ Provincia de Andahuaylas ¿ Departamento de Apurímac¿. |22456,03
2037995|20477494847|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE ANGASMARCA|19/04/21|162-2021|2200
2035612|20606227605|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE ANGASMARCA|25/05/21|227-2021|55000
2035612|20606227605|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE ANGASMARCA|09/06/21|274-2021|17600
2008734|20452839688|Por Mora|Obra|MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO|08/06/21|RETRASO INJUSTIFICADO|2941,5
2007295|20482468935|Por Mora|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|18/12/20|Penalidad por mora al incumplir en presentar el expediente técnico dentro del plazo establecido en el contrato.|296,06
2054618|20604035768|Por Mora|Bien|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|27/05/21|Atraso en al entrega de los bienes |36400
2013697|20605316710|Otra Penalidad|Servicio|MINISTERIO DE EDUCACION|28/12/20|CUANDO EL INVENTARIADO DEJE BIENES SIN INVENTARIAR, POR DESCUIDO|14280
2047115|20601493030|Por Mora|Servicio|PETROLEOS DEL PERU S.A.|04/06/21|Retraso injustificado por 24 días calendarios, conforme a lo establecido en el numeral 13.1 de las condiciones técnicas|6980
2018065|20302061425|Por Mora|Servicio|CONTRALORIA GENERAL DE LA REPUBLICA|11/02/21|Penalidad por mora|6862,34
2039210|20487869105|Otra Penalidad|Servicio|ZONA REGISTRAL N° V SEDE TRUJILLO|14/05/21|APLICACIÓN DE PENALIDAD 1 Y 23, NO CUMPLIÓ CON REALIZAR PAGOS DENTRO DEL PERIODO DE DEVENGUE |11440
2038573|20606892978|Por Mora|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|30/06/21|POR MORA|299,92
2039503|20602691617|Por Mora|Bien|ORGANISMO TECNICO DE LA ADMINISTRACION DE SERVICIOS DE SANEAMIENTO|15/04/21|INCUMPLIMIENTO INJUSTIFICADO EN LA ENTREGA DE LOS BIENES |58213,33
2037281|20100139848|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|04/06/21|OTRAS PENALIDADES|220
2044906|20558611881|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|30/06/21|OTRAS PENALIDADES|375
2057483|20100210658|Por Mora|Servicio|MINISTERIO DE DESARROLLO E INCLUSION SOCIAL|06/07/21|APLICACION DE PENALIDAD POR MORA|353,82
2006661|20486625521|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|26/03/21|NUMERAL 14 DE OTRAS PENALIDADES DEL CONTRATO|22
2011632|20547639309|Otra Penalidad|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|11/03/21|NUMERAL 1 DE OTRAS PENALIDADES DEL CONTRATO|18680,5
2044118|20500333414|Por Mora|Bien|POLICÍA NACIONAL DEL PERÚ - DIRECCIÓN EJECUTIVA DE EDUCACIÓN Y DOCTRINA|10/05/21|INFORME N° 042-2021-ENFPP-PNP/DIVADM-UNILOG-EJEC.CONT. E INFORME N° 108-2021-ENFPP-PNP/DIVADM/UNILOG.|3132,57
2016253|10215388196|Por Mora|Servicio|UNIVERSIDAD NACIONAL CIRO ALEGRIA|07/07/21|POR UN DIA DE MORA EN EL TERCER ENTREGABLE|613,33
2016248|20605620541|Por Mora|Servicio|UNIVERSIDAD NACIONAL CIRO ALEGRIA|18/06/21|MORA POR UN DIA DE RETRASO EN LA PRESENTACION DE LA INFORMACION|611,11
2060714|10476122690|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|22/06/21|EL CONTRATISTA INCUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES.|4607,96
2016184|10239343827|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0033-2021-TABPF/DPT-LOG/MPQ-U|148,24
2007186|20600265998|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0020-2021-TABPF/DPT-LOG/MPQ-U|2150
2036527|20553333866|Por Mora|Bien|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|28/04/21|PENALIDAD POR MORA|44450,72
2010199|20490197771|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0016-2021-TABPF/DPT-LOG/MPQ-U|2150
2010191|20602206662|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0013-2021-TABPF/DPT-LOG/MPQ-U|8600
2000053|20359742615|Otra Penalidad|Servicio|MINISTERIO DE RELACIONES EXTERIORES|27/07/21|Puestos de seguridad y vigilancia sin cubrir con una demora mayor a dos horas (2) y puestos de seguridad y vigilancia no cuentan con el armamento requerido (9)|440
2004017|10435786036|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|29/01/21|OTRAS PENALIDADES: NUMERAL 14|43
2009397|20486774445|Otra Penalidad|Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|22/04/21|OTRAS PENALIDADES: NUMERAL 05|1100,92
2016651|20601942187|Por Mora|Servicio|ZONA REGISTRAL N° IX SEDE LIMA - UNIDAD EJECUTORA Nº 002-SUNARP Sede Lima|18/06/21|DEMORA EN ENTREGA DEL 2DO INFORME DEL SERVICIO.|4000
2033885|20100017491|Otra Penalidad|Servicio|SUPERINTENDENCIA NACIONAL DE LOS REGISTROS PUBLICOS|09/08/21|retraso atencion averia y degradacion disponibilidad|23869,54
2054637|20100018625|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|08/07/21|EL CONTRATISTA INCUMPLIO CON EL PLAZO DE EJECUCION DEL SERVICIO|1728
2031563|20602086608|Por Mora|Servicio|GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO|09/08/21|acumulacion maxima de penalidad del 10 % porciento|60286,86
2031563|20602086608|Otra Penalidad|Servicio|GOBIERNO REGIONAL DE CUSCO - DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES CUSCO|09/08/21|acumulación máxima de penalidad del 10%|60286,86
2048362|20568957874|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE SAN AGUSTIN DE CAJAS|30/04/21|El contratista incurre en la penalidad 1/2000 del monto de contrato de obra clausula decima quinta del item 6 referente  al cronograma valorizado al inicio del plazo contractual|889,91
2029684|20559730247|Por Mora|Obra|MUNICIPALIDAD DISTRITAL DE MOCHE|25/01/21|R.G. 4025-2021-MDM|8848
2000053|20359742615|Otra Penalidad|Servicio|MINISTERIO DE RELACIONES EXTERIORES|29/01/21|Puestos de seguridad y vigilancia sin cubrir con una demora mayor a dos horas (9) y puestos de seguridad y vigilancia no cuentan con el armamento requerido (9)|14445
2026260|10267226933|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/01/21|OTRAS PENALIDADES: AUSENCIA DE SUPERVISOR, NO PARTICIPACION DE SUPERVISOR EN OBRA, INFORMACION FUERA DE CONTEXTO Y NO EMITIR INFORME DE RIESGO|8739,17
2022193|20526351950|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/04/21|RESIDENTE NO DESEMPEÑA SUS FUNCIONES DE FORMA PERMANENTE  Y DIRECTA EN LA EJECUCIÓN DE LA OBRA|505,99
2022193|20526351950|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/04/21|PERSONAL PROFESIONAL Y/O TÉCNICO OFERTADO NO SE ENCUENTRA EN LA OBRA|1100
2050556|20505719396|Por Mora|Bien|HOSPITAL EMERGENCIA ATE VITARTE|23/04/21|EL CONTRATISTA NO CUMPLIO CON EL PLAZO DE ENTREGA DE LOS BIENES, POR LO TANTO. INCURRIO EN PENALIDAD.|7711,5
2006674|10095917092|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|28/12/20|NUMERAL 15 DEL CONTERATO: INFORME DE PAGO|43
2006669|10095917092|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|28/12/20|NUMERAL 15 : INFORME DE PAGO|21,5
2006679|10095917092|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|28/12/20|NUMERAL 15: INFORME DE PAGO|21,5
2006667|10095917092|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|30/12/20|NUMERAL 15 DEL CONTRATO: INFORME DE PAGO|43
2003987|20600616847|Por Mora|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|26/01/21|RETRASO INJUSTICADO EN LA SEGUNDA ENTREGA DEL BIEN A ALMACEN|2320,75
2033425|10232718523|Por Mora|Servicio|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|27/01/21|RETRASO INJUSTIFICADO EN LA ENTREGA DEL SERVICIO|14583,33
2004017|10435786036|Otra Penalidad|Consultoría de Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|29/01/21|NUMERAL 14 DE CONTRATO : INFORME SEMANAL|64,5
2014907|20603145870|Por Mora|Bien|INSTITUTO GEOFISICO DEL PERU|28/01/21|HOJA DE LIQUIDACIÓN - PRIMERA ENTREGA|6215,5
2024380|20555583452|Por Mora|Bien|INSTITUTO GEOFISICO DEL PERU|29/04/21|PENALIDAD POR MORA|95445,9
2032921|20487493059|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|18/04/21|EL SUPERVISOR NO DESEMPEÑA SUS FUNCIONES DE FORMA PERMANENTE Y DIRECTA EN LA EJECUCION DE LA OBRA|204,48
2018770|20100017491|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|19/05/21|OTRAS PENALIDADES|1000
2059159|20600422481|Por Mora|Bien|FONDO NACIONAL DE FINANCIAMIENTO DE LA ACTIVIDAD EMPRESARIAL - FONAFE|24/03/21|PENALIDAD POR MORA CONTRATO N° 051-2019|15784,86
2050788|20450384322|Por Mora|Bien|GOBIERNO REGIONAL CAJAMARCA SALUD SAN IGNACIO|25/05/21|POR CONCEPTO DE PENALIDAD APLICADA AL PROVEEDOR "AUTONORT NOR ORIENTE SAC" CON RUC N°20450384322, EN LA O/C N°183 CON FACTURA N°F007-0000755 (IMPORTE FACTURADO 150,120.00), POR INCUMPLIMIENTO DE PLAZO DE ENTREGA DE LA ADQUISICION DE 1 UND CAMIONETA 4X4 TOYOTA HILUX, COLOR PLATA METALICO. RETENCION POR PENALIDAD Y GIRO DE CHEQUE AUTORIZADO CON MEMORANDO N°178-2021-GR.CAJ-DRSC-RSSI-DG/ADM, INFORME DE PENALIDAD N°120-2021-GR.CAJ-DRSC-RSSI-DG-ADM/LOG.|15012
2028436|10433217476|Por Mora|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE TALAVERA|10/06/21|LA APLICACIÓN DE PENALIDAD POR MORA, REDUCIÉNDOLE A LA TERCERA VALORIZACIÓN - INFORME Nº 03 CORRESPONDIENTE EL 15% DEL MONTO TOTAL DEL CONTRATO, CUYO PAGO AL CONTRATISTA ¿CONSORCIO UTUPARA¿, ES LA SUMA DE S/ 18,926.83 |10646,32
2024821|20494782244|Otra Penalidad|Obra|PROGRAMA NACIONAL DE INFRAESTRUCTURA EDUCATIVA UE 108 - PRONIED|14/12/20|Penalidad por otras penalidades (SUPUESTO 9)|1404,54
2054618|20604035768|Por Mora|Bien|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|27/05/21|Atraso en el entrega de los bienes|36400
2054618|20604035768|Por Mora|Bien|SUPERINTENDENCIA NACIONAL DE ADUANAS Y DE ADMINISTRACION TRIBUTARIA - SUNAT|27/05/21|Atraso en el entrega de los bienes|36400
2037084|20537082934|Por Mora|Bien|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|10/07/21|SE ADJUNTA PENALIDAD APLICADA|5984,4
2037087|20537082934|Por Mora|Bien|ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL|16/06/21|SE ADJUNTA APLICACIÓN DE PENALIDAD|5154,89
2018065|20302061425|Por Mora|Servicio|CONTRALORIA GENERAL DE LA REPUBLICA|09/03/21|PENALIDAD POR MORA|6862,34
2035314|20602352910|Otra Penalidad|Servicio|ZONA REGISTRAL N° V SEDE TRUJILLO|13/04/21|POR FALTA O POR LA NO COBERTURA DE TURNO Y MALA CALIDAD DE SERVICIO|1126,28
2040068|20502926731|Otra Penalidad|Servicio|MINISTERIO DE ECONOMIA Y FINANZAS|21/06/21|OTRAS PENALIDADES|44
2028987|20601641322|Por Mora|Bien|ORGANISMO TECNICO DE LA ADMINISTRACION DE SERVICIOS DE SANEAMIENTO|23/02/21|PENALIDAD POR RETRASO INJUSTIFICADO EN LA ENTREGA DE LOS BIENES |21535
2012971|20525547486|Por Mora|Obra|MUNICIPALIDAD DISTRITAL DE PAPAYAL|07/05/21|APLICACION DE PENALIDAD AL HABER ALCANZADO EL MAXIMO DE PENALIDADDES ACUMULABLES EL CUAL EQUIVALE AL 10% DEL MONTO DEL CONTRATO VIGENTE|68171,5
2058554|20538597121|Por Mora|Bien|GOBIERNO REGIONAL DE PUNO- HOSPITAL REGIONAL MANUEL NUÑEZ BUTRON|15/06/21|PENALIDAD POR MORA EN LA ENTREGA DE LOS BIENES|13272,05
2053032|20524674891|Por Mora|Servicio|SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO|08/07/21|SERVICIO DE MENSAJERIA INSTITUCIONAL A NIVEL LOCAL Y NACIONAL|372,68
2053032|20524674891|Por Mora|Servicio|SUPERINTENDENCIA NACIONAL DE SERVICIOS DE SANEAMIENTO|08/07/21|SERVICIO DE MENSAJERIA INSTITUCIONAL A NIVEL LOCAL Y NACIONAL|64,83
2053630|L0603768813|Por Mora|Servicio|PROGRAMA PARA EL MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DEL CENTRO DE EMPLEO FORTALECE PERU|09/07/21|3 días calendario de penalidad|222,22
2015854|20551675247|Por Mora|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|16/12/20|Cuadro de penalidad, Informe y conformidad del área usuaria|321500,13
2058249|20563841975|Por Mora|Bien|MUNICIPALIDAD DISTRITAL DE PALLPATA|01/07/21|APLICAR EL MONTO MAXIMO DE PENALIDAD POR MORA|3354,46
2016167|10433217476|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0035-2021-TABPF/DPT-LOG/MPQ-U|192,39
2016144|10238971298|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0032-2021-TABPF/DPT-LOG/MPQ-U|363,34
2016170|10238157388|Por Mora|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|26/01/21|PENALIDAD SEGUN INFORME N° 0029-2021-TABPF/DPT-LOG/MPQ-U|220,78
2031453|20600112229|Otra Penalidad|Obra|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|26/02/21|OTRAS PENALIDADES NUMERAL 05|1780,78
2039591|20513338377|Por Mora|Bien|GOBIERNO REGIONAL DE HUANCAVELICA Sede Central|10/02/21|RETRASO INJUSTIFICADO EN LA ENTREGA DEL BIEN|31900
2028666|20262996329|Por Mora|Bien|IAFAS DEL EJERCITO DEL PERU (FOSPEME)|12/04/21|PENALIDAD POR MORA EN LA EJECUCION DE LA PRESTACION - RETRASO|2475
2019834|20564111270|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0018-2021-TABPF/DPT-LOG/MPQ-U|6450
2021485|20490400673|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD SEGUN INFORME N° 0017-2021-TABPF/DPT-LOG/MPQ-U|12900
2007051|20526894651|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/01/21|PENALIDAD  SEGUN INFORME N° 0015-2021-TABPF/DPT-LOG/MPQ-U|38700
2007270|20601410959|Otra Penalidad|Servicio|MUNICIPALIDAD PROVINCIAL DE QUISPICANCHIS - URCOS|21/12/20|PENALIDAD SEGUN INFORME N° 00188-2020-TABPF/ABAS/MPQ-U|21500
2026040|20552088167|Por Mora|Servicio|AUTORIDAD DE TRANSPORTE URBANO PARA LIMA Y CALLAO|28/04/21|Penalidad al Entregable N° 02|1166,33
2030521|20526294204|Otra Penalidad|Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|19/07/21|NO ENTREGA DE CALENDARIO VALORIZADO ADECUADO A LA FECHA DE INICIO DEL PLAZO CONTRACTUAL|2200
2018158|10027062038|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|03/08/21|RETRASO EN LA PRESENTACIÓN DE VALORIZACIÓN DE OBRA EN EL PLAZO CORRESPONDIENTE|2200
2053616|20494363942|Por Mora|Bien|GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL|09/08/21|SE RESUELVE PARCIALMENTE EL CONTRATO DIRECTORAL REGIONAL N° 033-2021-GR.APURIMAC/DRA, E IMPONER PENALIDAD DEL 10% DEL MONTO CONTRACTUAL POR MORA|7600
2018098|10181420761|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|09/08/21|RETRASO EN LA PRESENTACIÓN DE VALORIZACIÓN DE OBRA EN EL PLAZO CORRESPONDIENTE|8800
2000552|10434381288|Por Mora|Consultoría de Obra|MUNICIPALIDAD PROVINCIAL DE SANDIA|05/10/20|PENALIDAD POR MORA EN LA ENTREGA DEL PLAN DE TRABAJO|5850
2017213|20338022850|Por Mora|Bien|GOBIERNO REGIONAL DE CAJAMARCA-SALUD CHOTA|30/11/20|HOJA DE LIQUIDACION|10327,5
2000053|20359742615|Otra Penalidad|Servicio|MINISTERIO DE RELACIONES EXTERIORES|23/12/20|Puestos de seguridad y vigilancia sin cubrir con una demora mayor a dos horas (9) y puestos de seguridad y vigilancia no cuentan con el armamento requerido (9)|3870
2014144|20100018625|Por Mora|Bien|CENTRO NACIONAL DE ABASTECIMIENTO DE RECURSOS ESTRATEGICOS EN SALUD|21/12/20|CONTRATO N° 044-2020|2278,1
2010157|20601701503|Otra Penalidad|Servicio|ZONA REGISTRAL NRO XIV SEDE AYACUCHO|22/12/20|No realizar el recojo de las correspondencias en las diferentes oficinas, no entregar la documentación según contrato y el personal mensajero no portar un distintivo.|546,75
2030268|20439051982|Otra Penalidad|Obra|SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LA LIBERTAD|23/06/20|Aplicación de penalidad |22260
2006614|20558376946|Por Mora|Bien|MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO|15/12/20|APLICACION DEL MONTO MAXIMO DE PENALIDAD POR MORA|10495
2025221|20496153295|Otra Penalidad|Servicio|GOBIERNO REGIONAL DE CAJAMARCA-EDUCACION CAJAMARCA|29/12/20|Informe sobre cálculo de penalidad por mora en la prestación del servicio según contrato N°055-2020-GR.CAJ/DRE, Ítem N° I|385,63
2010920|20490470299|Por Mora|Bien|GOBIERNO REGIONAL DE CUSCO - PROYECTO ESPECIAL REGIONAL PLAN COPESCO|10/12/20|PENALIDAD POR MORA|6319
2000378|20490234137|Otra Penalidad|Servicio|ZONA REGISTRAL NRO XIV SEDE AYACUCHO|20/11/20|No brindar descanso al personal, remuneración del supervisor  menor a la estructura de costo de la oferta económica propuesta y no presentar parcialmente los doc. para efectos de pago.|6575
2010157|20601701503|Otra Penalidad|Servicio|ZONA REGISTRAL NRO XIV SEDE AYACUCHO|22/12/20|No realizar el recojo de las correspondencias en las diferentes oficinas y no entregar la documentación según contrato.|493
2003450|20486484013|Otra Penalidad|Servicio|AUTORIDAD NACIONAL DEL SERVICIO CIVIL|25/01/21|OTRAS PENALIDADES|21075,98
2026259|10181420761|Otra Penalidad|Consultoría de Obra|MUNICIPALIDAD DISTRITAL DE HUARMACA|28/02/21|El supervisor realiza tramitaciones a la Entidad con documentación faltante, incompleta o deficiente|860
